Tytu³:;Matro Pole Mokotowskie, 2 osobne pokoje pod najem
Cena:;599 000 z³
Cena za metr kwadratowy:;15 805 z³/m
Powierzchnia:;37,90 m
Liczba pokoi:;2
Rynek:;wtórny
Rodzaj zabudowy:;blok
Piêtro:;8
Liczba piêter:;15
Rok budowy:;1975
Stan wykoñczenia:;do zamieszkania
Czynsz:;360 z³
Forma w³asnoœci:;spó³dzielcze w³. z KW
Dostêpne od:;2021-10-01
Informacje dodatkowe:;meble;balkon;piwnica;gara¿/miejsce parkingowe
